cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_KPI_Atasan,Kategori_ZScore,Kategori_IQR
BR-0696,-6.673119659,103.8615079,116,87334698.93,121579001.2,39.21,Sedang,Tengah,Baik,Normal,Normal
BR-0697,-5.719600467,109.1434854,81,50000000,38897846.49,-22.2,Sedang,Bawah,Kurang,Normal,Normal
BR-0698,-8.085470365,109.3470558,99,84700864.21,129517202.1,52.91,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0699,-4.822759471,105.1690495,101,141485981.8,106736281.8,-24.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0700,-6.486153205,110.3267633,83,50000000,73855380.64,47.71,Sedang,Tengah,Baik,Normal,Normal
BR-0701,-6.992884531,106.2204837,64,88777774.06,145802688.1,64.23,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0702,-4.635286161,107.5673341,44,50000000,77228730.51,54.46,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0703,-7.265315536,107.4964046,29,50000000,65026332.96,30.05,Sedang,Tengah,Baik,Normal,Normal
BR-0704,-8.321491945,106.5098281,59,174511259,193267663.3,10.75,Sedang,Tengah,Baik,Normal,Normal
BR-0705,-8.54374376,108.8726207,71,50000000,48471608.47,-3.06,Sedang,Tengah,Kurang,Normal,Normal
BR-0706,-5.299785073,108.8293218,92,50000000,89420693.82,78.84,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0707,-8.129444029,102.4742701,9,58307271.12,53654462.37,-7.98,Sedang,Bawah,Kurang,Normal,Normal
BR-0708,-3.576608727,110.1064506,92,227064301.7,178284888.5,-21.48,Sedang,Bawah,Kurang,Normal,Normal
BR-0709,-9.331694112,102.68937,6,50000000,73307378.7,46.61,Sedang,Tengah,Baik,Normal,Normal
BR-0710,-3.664115448,109.4269655,29,50000000,44077263.94,-11.85,Sedang,Bawah,Kurang,Normal,Normal
BR-0711,-5.892273799,109.6623628,58,161248790,132219912.3,-18,Sedang,Bawah,Kurang,Normal,Normal
BR-0712,-6.353869668,104.1181839,17,200158759.3,124610496,-37.74,Sedang,Bawah,Kurang,Normal,Normal
BR-0713,-7.02617863,105.8185643,16,61709056.78,62130903.85,0.68,Sedang,Tengah,Cukup,Normal,Normal
BR-0714,-5.610095828,104.0813383,87,50000000,58345699.52,16.69,Sedang,Tengah,Baik,Normal,Normal
BR-0715,-6.265252054,106.3082974,95,230902499.9,299535195,29.72,Sedang,Tengah,Baik,Normal,Normal
BR-0716,-4.553847177,106.0755143,3,170913037.9,270131901.6,58.05,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0717,-6.037458527,108.7947513,21,98677566.88,139210282.3,41.08,Sedang,Tengah,Baik,Normal,Normal
BR-0718,-5.983347358,110.1213719,64,50000000,56182555.61,12.37,Sedang,Tengah,Baik,Normal,Normal
BR-0719,-6.754218318,110.3348095,90,63756544.5,71453344.81,12.07,Sedang,Tengah,Baik,Normal,Normal
BR-0720,-6.294218436,105.4401799,36,59636833.41,83733870.49,40.41,Sedang,Tengah,Baik,Normal,Normal
BR-0721,-5.747097347,106.3225453,106,80077925.14,136855421.5,70.9,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0722,-8.774052589,102.6370045,101,156818691.2,196105800.4,25.05,Sedang,Tengah,Baik,Normal,Normal
BR-0723,-8.231078133,104.8309248,117,111290028.9,112664200.2,1.23,Sedang,Tengah,Cukup,Normal,Normal
BR-0724,-5.093903859,109.2577291,86,50000000,40142679.98,-19.71,Sedang,Bawah,Kurang,Normal,Normal
BR-0725,-5.952501843,110.8845571,62,149962807.3,93264553.33,-37.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0726,-6.484775005,103.7597278,42,79231086.34,116193011.6,46.65,Sedang,Tengah,Baik,Normal,Normal
BR-0727,-6.1811491,105.3644394,76,99159426.1,141916118.8,43.12,Sedang,Tengah,Baik,Normal,Normal
BR-0728,-5.687427442,106.7795856,42,158287651.6,226500988.5,43.09,Sedang,Tengah,Baik,Normal,Normal
BR-0729,-7.01843952,107.5460029,61,50000000,57426811.07,14.85,Sedang,Tengah,Baik,Normal,Normal
BR-0730,-7.376257088,104.8215912,13,64263646.29,113282278.3,76.28,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0731,-5.915032117,107.9057526,11,50000000,29268695.71,-41.46,Sedang,Bawah,Kurang,Normal,Normal
BR-0732,-7.676359166,105.6610016,54,50000000,79105384.74,58.21,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0733,-5.596420866,106.8094693,16,80843519.53,95759378.64,18.45,Sedang,Tengah,Baik,Normal,Normal
BR-0734,-8.762675406,108.2113106,8,296315087.5,283472701,-4.33,Sedang,Tengah,Kurang,Normal,Normal
BR-0735,-4.665066544,106.8616557,104,50000000,71850606.15,43.7,Sedang,Tengah,Baik,Normal,Normal
BR-0736,-5.499903776,105.7546353,59,64400479.29,87832880.09,36.39,Sedang,Tengah,Baik,Normal,Normal
BR-0737,-5.824755399,106.5715755,57,96429792.34,129484874.4,34.28,Sedang,Tengah,Baik,Normal,Normal
BR-0738,-4.734763524,106.6246926,40,70692279.28,87129037.9,23.25,Sedang,Tengah,Baik,Normal,Normal
BR-0739,-3.710588333,105.9205724,109,61351069.91,72691371.46,18.48,Sedang,Tengah,Baik,Normal,Normal
BR-0740,-4.687244902,106.1986098,59,50000000,107767439.9,115.53,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0741,-8.970111347,110.8422179,2,75502176.81,126368194,67.37,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0742,-8.12816545,108.2478986,94,50000000,74456537.9,48.91,Sedang,Atas,Baik,Normal,Normal
BR-0743,-7.146027867,106.1068992,94,50000000,62235983.16,24.47,Sedang,Tengah,Baik,Normal,Normal
BR-0744,-6.169663425,108.587986,76,134457044.2,215516205.2,60.29,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0745,-5.432311469,106.0110513,10,116690010.3,164205938.7,40.72,Sedang,Tengah,Baik,Normal,Normal
BR-0746,-7.29741572,109.7784116,44,67727075.14,81982398.67,21.05,Sedang,Tengah,Baik,Normal,Normal
BR-0747,-5.928649853,107.7697055,11,75334203.01,81253533.01,7.86,Sedang,Tengah,Cukup,Normal,Normal
BR-0748,-7.341874399,106.5773446,79,125095850.8,146066051.7,16.76,Sedang,Tengah,Baik,Normal,Normal
BR-0749,-7.126076704,107.9648923,80,75120480.86,-5120985.29,-106.82,Sedang,Bawah,Kurang,Normal,Normal
BR-0750,-8.318791645,102.9184096,81,112944887.1,145048379.7,28.42,Sedang,Tengah,Baik,Normal,Normal
BR-0751,-7.593649869,104.0286813,90,54926730.34,55179918.84,0.46,Sedang,Tengah,Cukup,Normal,Normal
BR-0752,-8.236326908,103.8607875,2,144269010.5,265031982.5,83.71,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0753,-7.672609879,107.2029577,50,79595764.18,96130799.45,20.77,Sedang,Tengah,Baik,Normal,Normal
BR-0754,-4.628337305,111.1768875,12,73767673.57,53438382.12,-27.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0755,-7.632898333,112.4238504,115,50000000,59002396.92,18,Sedang,Tengah,Baik,Normal,Normal
BR-0756,-2.260226903,108.4407278,90,77996422.06,60958225.8,-21.84,Sedang,Bawah,Kurang,Normal,Normal
BR-0757,-5.468823149,108.0977112,23,50000000,69468148.31,38.94,Sedang,Tengah,Baik,Normal,Normal
BR-0758,-5.931545814,102.3429557,18,50000000,65818947.29,31.64,Sedang,Tengah,Baik,Normal,Normal
BR-0759,-7.49633667,105.4889155,62,50000000,79156792.62,58.31,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0760,-5.158335181,104.8761406,96,50000000,44182364.17,-11.64,Sedang,Bawah,Kurang,Normal,Normal
BR-0761,-7.072256739,105.293481,113,234945197.3,285130252.3,21.36,Sedang,Tengah,Baik,Normal,Normal
BR-0762,-6.025785278,106.4252405,62,145954200.8,95452774.86,-34.6,Sedang,Bawah,Kurang,Normal,Normal
BR-0763,-2.368673193,105.6653736,38,207827818.9,307709434.9,48.06,Sedang,Tengah,Baik,Normal,Normal
BR-0764,-6.35288985,101.8973505,111,50000000,70377423.61,40.75,Sedang,Tengah,Baik,Normal,Normal
BR-0765,-4.484890011,108.7153756,67,68527950.05,95824140.75,39.83,Sedang,Tengah,Baik,Normal,Normal
BR-0766,-7.263564638,104.1637424,38,50000000,60032380.63,20.06,Sedang,Tengah,Baik,Normal,Normal
BR-0767,-6.261282736,107.4437172,67,50000000,68295457.82,36.59,Sedang,Tengah,Baik,Normal,Normal
BR-0768,-3.552599047,112.0308067,94,50000000,92086782.17,84.17,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0769,-7.149250587,104.5471385,61,138136157.3,150010658.7,8.6,Sedang,Tengah,Cukup,Normal,Normal
BR-0770,-3.490127163,100.5198812,1,51766935.53,64991217.15,25.55,Sedang,Tengah,Baik,Normal,Normal
BR-0771,-5.147172097,106.1305894,94,124650901.5,95426432.87,-23.45,Sedang,Bawah,Kurang,Normal,Normal
BR-0772,-7.052500164,109.5979991,45,94345349.03,80447865.45,-14.73,Sedang,Bawah,Kurang,Normal,Normal
BR-0773,-5.260188391,111.7414686,96,261562351.6,324108531.9,23.91,Sedang,Tengah,Baik,Normal,Normal
BR-0774,-4.749968326,103.771726,28,50000000,82078670.93,64.16,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0775,-5.276085057,108.0873481,21,139774356.9,153400633.3,9.75,Sedang,Tengah,Cukup,Normal,Normal
BR-0776,-8.56413708,105.6823239,110,130628049,144426732.5,10.56,Sedang,Tengah,Baik,Normal,Normal
BR-0777,-7.299505764,106.5807291,13,50000000,51862295.11,3.72,Sedang,Tengah,Cukup,Normal,Normal
BR-0778,-6.580077953,113.4564584,27,120153422.1,118482969,-1.39,Sedang,Tengah,Kurang,Normal,Normal
BR-0779,-6.320450144,103.0881742,100,80332672.6,105877545.3,31.8,Sedang,Tengah,Baik,Normal,Normal
BR-0780,-5.277791854,107.4799492,7,57282988,34432628.91,-39.89,Sedang,Bawah,Kurang,Normal,Normal
BR-0781,-5.942248499,108.0148329,22,50000000,85618791.53,71.24,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0782,-8.211816538,109.5600658,74,50000000,46691554.04,-6.62,Sedang,Tengah,Kurang,Normal,Normal
BR-0783,-5.638503223,107.0905579,103,224612501,334394420.1,48.88,Sedang,Atas,Baik,Normal,Normal
BR-0784,-5.292921382,107.6157263,53,65686874.97,45455354.33,-30.8,Sedang,Bawah,Kurang,Normal,Normal
BR-0785,-5.369114328,105.8664786,79,104979746.7,154061563,46.75,Sedang,Tengah,Baik,Normal,Normal
BR-0786,-4.587628912,107.5184174,79,50000000,73438892.16,46.88,Sedang,Tengah,Baik,Normal,Normal
BR-0787,-4.957916768,105.9876193,4,50000000,67684041.44,35.37,Sedang,Tengah,Baik,Normal,Normal
BR-0788,-5.520029881,108.3995297,96,125672627,100818174.5,-19.78,Sedang,Bawah,Kurang,Normal,Normal
BR-0789,-6.314048567,105.9215742,23,50000000,104883156.8,109.77,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0790,-8.7002414,107.788351,119,51180632.11,37196933.19,-27.32,Sedang,Bawah,Kurang,Normal,Normal
BR-0791,-5.564372671,106.772443,70,67014290.57,73641648.59,9.89,Sedang,Tengah,Cukup,Normal,Normal
BR-0792,-5.897268469,109.6607256,88,70197521.43,113141925,61.18,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0793,-5.801431744,106.7171157,84,58970273.09,89557019.79,51.87,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0794,-8.123922864,102.4130188,101,83261088.13,100418965.1,20.61,Sedang,Tengah,Baik,Normal,Normal
BR-0795,-7.830384811,110.0004038,84,99504502.61,80606345.74,-18.99,Sedang,Bawah,Kurang,Normal,Normal
BR-0796,-4.62907072,104.5812692,76,102030518.5,148784481.8,45.82,Sedang,Tengah,Baik,Normal,Normal
BR-0797,-6.268132731,105.2111842,33,50000000,60387624.75,20.78,Sedang,Tengah,Baik,Normal,Normal
BR-0798,-5.186548954,105.3564468,28,55367699.56,15053024.7,-72.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0799,-6.166322436,110.2816952,8,134470811.3,203461320.6,51.31,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0800,-6.164165791,101.5064145,1,112311667.8,133685349.3,19.03,Sedang,Tengah,Baik,Normal,Normal
BR-0801,-4.801374291,114.6899713,37,50000000,84049024.96,68.1,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0802,-6.982867092,109.485742,63,81075221.34,61770545.71,-23.81,Sedang,Bawah,Kurang,Normal,Normal
BR-0803,-6.064618835,107.4036973,22,50000000,-3534076.26,-107.07,Sedang,Bawah,Kurang,Normal,Normal
BR-0804,-6.902212933,106.708365,70,67535297.24,88581561.22,31.16,Sedang,Tengah,Baik,Normal,Normal
BR-0805,-6.860544341,107.5594852,21,205028635,269945923,31.66,Sedang,Tengah,Baik,Normal,Normal
BR-0806,-6.672558185,108.1484061,96,50000000,26186567.45,-47.63,Sedang,Bawah,Kurang,Normal,Normal
BR-0807,-5.875599343,108.458639,35,50000000,40430009.08,-19.14,Sedang,Bawah,Kurang,Normal,Normal
BR-0808,-6.926922932,108.2346112,79,103845821.2,239062125.2,130.21,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0809,-4.325165812,107.0695517,5,50000000,53887787.72,7.78,Sedang,Tengah,Cukup,Normal,Normal
BR-0810,-7.550710953,106.3522539,60,50000000,74619179.53,49.24,Sedang,Atas,Baik,Normal,Normal
BR-0811,-6.489107466,106.4674168,120,93911619.75,88252136.38,-6.03,Sedang,Tengah,Kurang,Normal,Normal
BR-0812,-6.868396587,106.3583293,46,50000000,18193942.02,-63.61,Sedang,Bawah,Kurang,Normal,Normal
BR-0813,-4.038333173,109.6800252,50,56991802.96,64508833.77,13.19,Sedang,Tengah,Baik,Normal,Normal
BR-0814,-5.913967835,108.3294918,48,102616718.5,112237874.9,9.38,Sedang,Tengah,Cukup,Normal,Normal
BR-0815,-4.661033191,99.49462841,6,84556258.35,87942626.96,4,Sedang,Tengah,Cukup,Normal,Normal
BR-0816,-8.43714056,108.4853519,89,77059702.6,88937967.64,15.41,Sedang,Tengah,Baik,Normal,Normal
BR-0817,-5.808224601,107.3324405,56,53571439.15,69948619.64,30.57,Sedang,Tengah,Baik,Normal,Normal
BR-0818,-4.874353807,106.7988281,110,81984164.37,93458112.12,14,Sedang,Tengah,Baik,Normal,Normal
BR-0819,-6.085374016,105.8743039,59,60961946.03,42331824.92,-30.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0820,-4.610579437,109.6558818,120,86415996.9,120504853.7,39.45,Sedang,Tengah,Baik,Normal,Normal
BR-0821,-6.984732675,109.2144162,104,50000000,21012564.89,-57.97,Sedang,Bawah,Kurang,Normal,Normal
BR-0822,-4.09477884,104.9134058,29,58847423.82,22353606.88,-62.01,Sedang,Bawah,Kurang,Normal,Normal
BR-0823,-2.760452815,107.8632307,71,50000000,74783609.89,49.57,Sedang,Atas,Baik,Normal,Normal
BR-0824,-6.753057841,104.4164582,104,64295193.42,90193818.69,40.28,Sedang,Tengah,Baik,Normal,Normal
BR-0825,-6.877053782,103.3965546,77,50000000,58852092.7,17.7,Sedang,Tengah,Baik,Normal,Normal
BR-0826,-4.028723284,105.2788069,102,50000000,32091029.9,-35.82,Sedang,Bawah,Kurang,Normal,Normal
BR-0827,-3.839441781,109.0015837,18,76683466.98,70306134.28,-8.32,Sedang,Bawah,Kurang,Normal,Normal
BR-0828,-6.993090041,109.2284126,2,74599462.91,81679048.99,9.49,Sedang,Tengah,Cukup,Normal,Normal
BR-0829,-6.839080226,108.1283136,8,105026603.3,58987394.87,-43.84,Sedang,Bawah,Kurang,Normal,Normal
BR-0830,-6.631476913,108.6583395,75,50694331.53,45847372.32,-9.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0831,-8.225475767,108.1360457,97,83874459.41,122534893.1,46.09,Sedang,Tengah,Baik,Normal,Normal
BR-0832,-7.58677792,105.241896,54,91374640.65,161817374.7,77.09,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0833,-7.71501115,107.9254064,38,85742937.98,256999477.6,199.73,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0834,-7.360496348,108.8466238,48,50000000,75129767.09,50.26,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0835,-6.260827331,108.7313283,27,71816017.16,31195152.24,-56.56,Sedang,Bawah,Kurang,Normal,Normal
BR-0836,-5.857477901,109.8178834,20,81693433.04,119581254,46.38,Sedang,Tengah,Baik,Normal,Normal
BR-0837,-3.883049261,108.6163596,12,65943381.79,46819261.85,-29,Sedang,Bawah,Kurang,Normal,Normal
BR-0838,-7.706331061,107.7242205,43,50000000,66146912.33,32.29,Sedang,Tengah,Baik,Normal,Normal
BR-0839,-4.732316402,109.5209756,61,72297042.07,79591743.68,10.09,Sedang,Tengah,Baik,Normal,Normal
BR-0840,-6.529783266,106.7792969,31,247647921.4,427976619.6,72.82,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0841,-6.282995564,104.6409134,91,52903308.57,44979754.71,-14.98,Sedang,Bawah,Kurang,Normal,Normal
BR-0842,-5.196570762,106.4379326,96,50000000,72552125.95,45.1,Sedang,Tengah,Baik,Normal,Normal
BR-0843,-7.892883032,104.9833434,61,82146034.99,89391070.05,8.82,Sedang,Tengah,Cukup,Normal,Normal
BR-0844,-5.635185381,105.1576543,74,79195253.65,90019487.38,13.67,Sedang,Tengah,Baik,Normal,Normal
BR-0845,-5.959121688,106.4843033,67,134307311.2,151291604.6,12.65,Sedang,Tengah,Baik,Normal,Normal
BR-0846,-5.470123104,104.8645502,109,50000000,43086537.91,-13.83,Sedang,Bawah,Kurang,Normal,Normal
BR-0847,-5.775047034,106.0756962,91,101831307.2,121623282.2,19.44,Sedang,Tengah,Baik,Normal,Normal
BR-0848,-2.52584979,102.1115633,35,93573074.71,109942815,17.49,Sedang,Tengah,Baik,Normal,Normal
BR-0849,-7.165409976,107.3788343,95,60292126.31,78168506.58,29.65,Sedang,Tengah,Baik,Normal,Normal
BR-0850,-7.005295433,106.8486137,15,80455306.6,99265922.89,23.38,Sedang,Tengah,Baik,Normal,Normal
BR-0851,-7.14351079,104.8028784,16,121773642.4,311537466.4,155.83,Sedang,Atas,Sangat Baik,Normal,Extreme High
BR-0852,-7.042015679,108.4937142,13,110816831.3,173916317,56.94,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0853,-7.164880691,109.1895253,113,50000000,134308794.3,168.62,Sedang,Atas,Sangat Baik,Normal,Extreme High
BR-0854,-4.425275203,102.8267003,35,107402596.1,166206484.1,54.75,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0855,-4.078043628,104.9387881,116,63160321.46,45820629.71,-27.45,Sedang,Bawah,Kurang,Normal,Normal
BR-0856,-7.064919441,104.9227441,75,68594605.93,98443024.31,43.51,Sedang,Tengah,Baik,Normal,Normal
BR-0857,-7.45733336,104.4958422,59,68607896.45,99337065.48,44.79,Sedang,Tengah,Baik,Normal,Normal
BR-0858,-5.501676665,108.9192871,21,59999945.19,26128370.73,-56.45,Sedang,Bawah,Kurang,Normal,Normal
BR-0859,-7.037134566,106.3610347,115,134224522.7,166061465.2,23.72,Sedang,Tengah,Baik,Normal,Normal
BR-0860,-5.259402273,106.1843129,54,62443282.59,63230165.03,1.26,Sedang,Tengah,Cukup,Normal,Normal
BR-0861,-5.904415469,101.8359441,75,50000000,44824694.84,-10.35,Sedang,Bawah,Kurang,Normal,Normal
BR-0862,-8.482416172,108.4341451,30,51850860.39,90238174.72,74.03,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0863,-3.887542198,103.747454,48,73091075.43,68598045.96,-6.15,Sedang,Tengah,Kurang,Normal,Normal
BR-0864,-3.51498349,106.9954316,117,137279406.5,120455709.3,-12.26,Sedang,Bawah,Kurang,Normal,Normal
BR-0865,-7.127983036,107.5390423,35,94287276.33,115999559.5,23.03,Sedang,Tengah,Baik,Normal,Normal
BR-0866,-6.79035234,110.2472465,86,50000000,73711794.93,47.42,Sedang,Tengah,Baik,Normal,Normal
BR-0867,-5.780001914,103.573549,38,291664273.4,333471595.3,14.33,Sedang,Tengah,Baik,Normal,Normal
BR-0868,-5.707114815,99.29681961,31,76965296.74,128266378.2,66.65,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0869,-5.220983591,107.3052239,78,141135988.8,199339096.5,41.24,Sedang,Tengah,Baik,Normal,Normal
BR-0870,-3.193493192,111.346878,24,59946996.61,19705505.29,-67.13,Sedang,Bawah,Kurang,Normal,Normal
BR-0871,-6.474220841,109.9429659,114,90423572.29,89357769.05,-1.18,Sedang,Tengah,Kurang,Normal,Normal
BR-0872,-7.406245867,107.3697485,49,108654219.8,105966457.8,-2.47,Sedang,Tengah,Kurang,Normal,Normal
BR-0873,-8.277778842,105.6165095,96,136374703.4,189798727.2,39.17,Sedang,Tengah,Baik,Normal,Normal
BR-0874,-7.30519506,108.8634065,100,123830095.1,18583575.84,-84.99,Sedang,Bawah,Kurang,Normal,Normal
BR-0875,-6.258490459,104.4117345,32,110808960.5,245951999.1,121.96,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0876,-3.516963205,108.0364944,55,54349608.12,76763953.81,41.24,Sedang,Tengah,Baik,Normal,Normal
BR-0877,-6.985216949,108.1092754,79,50000000,1098747527,2097.5,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0878,-5.873118073,109.4961248,107,80162349.6,134081717.3,67.26,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0879,-6.233434344,113.7447501,58,114934946.5,245669037,113.75,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0880,-4.42621009,107.8266399,99,57446668.99,88944600.49,54.83,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0881,-2.418401361,105.5731909,3,124411251.4,196510711.5,57.95,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0882,-7.005103159,106.7816642,80,156970751.1,196570705.9,25.23,Sedang,Tengah,Baik,Normal,Normal
BR-0883,-6.942959164,102.4229102,69,50000000,57169484.93,14.34,Sedang,Tengah,Baik,Normal,Normal
BR-0884,-4.642558684,105.1088172,85,50000000,50484091.12,0.97,Sedang,Tengah,Cukup,Normal,Normal
BR-0885,-5.185962766,105.8223939,10,60356244.08,52483086.09,-13.04,Sedang,Bawah,Kurang,Normal,Normal
BR-0886,-3.438739011,105.535379,83,78969132.08,73061795.62,-7.48,Sedang,Bawah,Kurang,Normal,Normal
BR-0887,-5.332907722,107.2264872,25,50000000,32988880.71,-34.02,Sedang,Bawah,Kurang,Normal,Normal
BR-0888,-6.747738136,104.7895502,68,147792764,172866016.3,16.97,Sedang,Tengah,Baik,Normal,Normal
BR-0889,-5.322817754,109.6481767,61,84684243.65,886837971,947.23,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High
BR-0890,-4.545744629,106.8461177,29,67232561.14,85813396.12,27.64,Sedang,Tengah,Baik,Normal,Normal
BR-0891,-4.978076728,106.8223492,19,50000000,59273387.84,18.55,Sedang,Tengah,Baik,Normal,Normal
BR-0892,-5.447888953,106.0258632,43,50000000,62938705.97,25.88,Sedang,Tengah,Baik,Normal,Normal
BR-0893,-4.608787966,107.2335767,66,77718629.63,77030615.51,-0.89,Sedang,Tengah,Kurang,Normal,Normal
BR-0894,-4.454856614,108.9083457,74,50000000,121537207.4,143.07,Sedang,Atas,Sangat Baik,Normal,Extreme High
BR-0895,-4.135561513,104.6777745,61,120550878,210246320,74.4,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0896,-5.235735169,105.2003088,43,59715829.46,41931440.28,-29.78,Sedang,Bawah,Kurang,Normal,Normal
BR-0897,-6.45947712,106.0862849,25,459594796.4,594323740.1,29.31,Sedang,Tengah,Baik,Normal,Normal
BR-0898,-5.98872947,103.4809227,20,262234513.3,250905338,-4.32,Sedang,Tengah,Kurang,Normal,Normal
BR-0899,-4.39903655,104.7974554,48,58886979.23,46768516.44,-20.58,Sedang,Bawah,Kurang,Normal,Normal
BR-0900,-7.434203506,105.6550478,83,61601562.81,40901661.83,-33.6,Sedang,Bawah,Kurang,Normal,Normal
BR-0901,-5.655790037,109.031573,87,119323507,163817652.9,37.29,Sedang,Tengah,Baik,Normal,Normal
BR-0902,-6.798808218,107.5020033,24,182434829,169198800.2,-7.26,Sedang,Bawah,Kurang,Normal,Normal
BR-0903,-6.165682766,107.3295748,11,50000000,79356520.48,58.71,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0904,-4.291122206,108.9728449,110,50000000,79875644.29,59.75,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0905,-5.922151398,106.5021705,98,50000000,87478287.7,74.96,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0906,-6.139145178,107.8217621,55,93142631.65,80013739.35,-14.1,Sedang,Bawah,Kurang,Normal,Normal
BR-0907,-8.248584211,106.5875456,28,88465584.12,122980099.5,39.01,Sedang,Tengah,Baik,Normal,Normal
BR-0908,-5.089419651,107.5090059,69,124755062.5,181266821.1,45.3,Sedang,Tengah,Baik,Normal,Normal
BR-0909,-5.240573728,105.3887034,63,50000000,50516436.5,1.03,Sedang,Tengah,Cukup,Normal,Normal
BR-0910,-2.963917915,100.7485571,59,50000000,44564560.85,-10.87,Sedang,Bawah,Kurang,Normal,Normal
BR-0911,-6.670467352,106.5099021,5,109870012.1,202579236.6,84.38,Sedang,Atas,Sangat Baik,Normal,Normal
BR-0912,-5.880074509,110.4024703,51,50000000,64549917.51,29.1,Sedang,Tengah,Baik,Normal,Normal
BR-0913,-5.834724474,109.1611385,21,50000000,72719355.01,45.44,Sedang,Tengah,Baik,Normal,Normal
BR-0914,-3.84262008,109.2590937,12,71630981.98,62402733.58,-12.88,Sedang,Bawah,Kurang,Normal,Normal
BR-0915,-6.351743299,109.9359268,50,105677801.3,77631169.21,-26.54,Sedang,Bawah,Kurang,Normal,Normal
BR-0916,-5.790267711,107.067244,4,61023263.65,59328042.89,-2.78,Sedang,Tengah,Kurang,Normal,Normal
BR-0917,-5.296955235,107.3388893,118,50000000,57519572.25,15.04,Sedang,Tengah,Baik,Normal,Normal
BR-0918,-5.928886315,105.3014703,113,59672549.23,46205170.78,-22.57,Sedang,Bawah,Kurang,Normal,Normal
BR-0919,-6.878450422,106.0554179,42,52569693.51,62876616.78,19.61,Sedang,Tengah,Baik,Normal,Normal
BR-0920,-5.917665011,108.3850279,84,50000000,26229896.24,-47.54,Sedang,Bawah,Kurang,Normal,Normal
BR-0921,-4.598352375,109.8553111,38,50000000,37599051.55,-24.8,Sedang,Bawah,Kurang,Normal,Normal
BR-0922,-7.748572949,106.4969843,25,89770587.21,131815943.3,46.84,Sedang,Tengah,Baik,Normal,Normal
BR-0923,-6.009345489,105.7201268,14,79638414.2,114800064.9,44.15,Sedang,Tengah,Baik,Normal,Normal
BR-0924,-7.258981222,106.8469199,75,72626170.03,75767200.6,4.32,Sedang,Tengah,Cukup,Normal,Normal
BR-0925,-4.416230057,108.3486169,32,50000000,255899523.5,411.8,Tinggi,Atas,Sangat Baik,High Performer,Extreme High
BR-0926,-8.493580357,103.235963,11,58885068.04,46462590.43,-21.1,Sedang,Bawah,Kurang,Normal,Normal
BR-0927,-7.047182771,101.1051476,61,50000000,52534635.08,5.07,Sedang,Tengah,Cukup,Normal,Normal
BR-0928,-5.642982187,105.4692579,18,73081513.42,106538770.8,45.78,Sedang,Tengah,Baik,Normal,Normal
